NOC,Year,Sport,Medal,Participants
TUN,1988,Wrestling,No medal,3
TUN,1988,Swimming,No medal,4
TUN,1992,Table Tennis,No medal,5
TUN,1992,Wrestling,No medal,3
TUN,1992,Sailing,No medal,1
TUN,1992,Judo,No medal,1
TUN,1992,Weightlifting,No medal,1
TUN,1996,Judo,No medal,6
TUN,1996,Volleyball,No medal,12
TUN,1996,Wrestling,No medal,3
TUN,1996,Football,No medal,17
TUN,1996,Tennis,No medal,1
TUN,1996,Table Tennis,No medal,1
TUN,1996,Fencing,No medal,2
TUN,2000,Judo,No medal,9
TUN,2000,Wrestling,No medal,4
TUN,2000,Handball,No medal,14
TUN,2000,Fencing,No medal,1
TUN,2000,Rowing,No medal,2
TUN,2000,Table Tennis,No medal,1
TUN,2000,Swimming,No medal,1
TUN,2000,Weightlifting,No medal,1
TUN,2004,Football,No medal,16
TUN,2004,Volleyball,No medal,11
TUN,2004,Fencing,No medal,2
TUN,2004,Judo,No medal,4
TUN,2004,Table Tennis,No medal,4
TUN,2004,Swimming,No medal,4
TUN,2004,Gymnastics,No medal,7
TUN,2004,Taekwondo,No medal,3
TUN,2004,Wrestling,No medal,1
TUN,2004,Sailing,No medal,1
TUN,2004,Weightlifting,No medal,2
TUN,2004,Rowing,No medal,1
TUN,2008,Wrestling,No medal,3
TUN,2008,Judo,No medal,6
TUN,2008,Taekwondo,No medal,1
TUN,2008,Fencing,No medal,2
TUN,2008,Cycling,No medal,1
TUN,2008,Weightlifting,No medal,2
TUN,2008,Swimming,Gold,3
TUN,2008,Tennis,No medal,1
TUN,2012,Wrestling,No medal,7
TUN,2012,Sailing,No medal,1
TUN,2012,Handball,No medal,15
TUN,2012,Fencing,No medal,6
TUN,2012,Volleyball,No medal,12
TUN,2012,Taekwondo,No medal,1
TUN,2012,Canoeing,No medal,5
TUN,2012,Basketball,No medal,12
TUN,2012,Gymnastics,No medal,1
TUN,2012,Judo,No medal,4
TUN,2012,Weightlifting,No medal,2
TUN,2012,Tennis,No medal,2
TUN,2012,Rowing,No medal,2
TUN,2012,Shooting,No medal,1
TUN,2016,Sailing,No medal,4
TUN,2016,Wrestling,Bronze,4
TUN,2016,Beach Volleyball,No medal,2
TUN,2016,Judo,No medal,4
TUN,2016,Handball,No medal,15
TUN,2016,Taekwondo,Bronze,3
TUN,2016,Weightlifting,No medal,2
TUN,2016,Canoeing,No medal,3
TUN,2016,Fencing,Bronze,5
TUN,2016,Shooting,No medal,2
TUN,2016,Rowing,No medal,3
TUN,2016,Tennis,No medal,2
TUN,2016,Cycling,No medal,1
TUN,2016,Table Tennis,No medal,1
TUN,2020,Volleyball,No medal,12
TUN,2020,Shooting,No medal,5
TUN,2020,Weightlifting,No medal,5
TUN,2020,Canoe Sprint,No medal,5
TUN,2020,Judo,No medal,3
TUN,2020,Archery,No medal,4
TUN,2020,Rowing,No medal,2
TUN,2020,Table Tennis,No medal,2
TUN,2020,Sailing,No medal,4
TUN,2020,Tennis,No medal,1
TUN,2020,Marathon Swimming,No medal,1
TUN,2024,Rowing,No medal,3
TUN,2024,Shooting,No medal,1
TUN,2024,Archery,No medal,1
TUN,2024,Canoe Sprint,No medal,1
TUN,2024,Canoe Slalom,No medal,3
TUN,2024,"Marathon Swimming, Swimming",No medal,4
TUN,2024,Weightlifting,No medal,1
TUN,2024,Judo,No medal,2
TUN,2024,Tennis,No medal,1
TUR,1906,Athletics,No medal,2
TUR,1912,Athletics,No medal,7
TUR,1924,Wrestling,No medal,5
TUR,1924,Fencing,No medal,1
TUR,1924,Football,No medal,11
TUR,1924,Athletics,No medal,5
TUR,1924,Weightlifting,No medal,1
TUR,1928,Wrestling,No medal,6
TUR,1928,Athletics,No medal,9
TUR,1928,Football,No medal,11
TUR,1928,Fencing,No medal,7
TUR,1928,Cycling,No medal,6
TUR,1928,Weightlifting,No medal,1
TUR,1936,Fencing,No medal,10
TUR,1936,Football,No medal,11
TUR,1936,Basketball,No medal,8
TUR,1936,Wrestling,Gold,14
TUR,1936,Sailing,No medal,3
TUR,1936,Cycling,No medal,8
TUR,1936,Equestrianism,No medal,8
TUR,1948,Athletics,Bronze,28
TUR,1948,Football,No medal,12
TUR,1948,Fencing,No medal,10
TUR,1948,Equestrianism,No medal,12
TUR,1948,Cycling,No medal,8
TUR,1952,Football,No medal,12
TUR,1952,Basketball,No medal,11
TUR,1956,Equestrianism,No medal,12
TUR,1960,Football,No medal,14
TUR,1960,Sailing,No medal,1
TUR,1960,Swimming,No medal,3
TUR,1960,Equestrianism,No medal,6
TUR,1964,Sailing,No medal,3
TUR,1964,Weightlifting,No medal,1
TUR,1968,Shooting,No medal,4
TUR,1968,Boxing,No medal,6
TUR,1972,Fencing,No medal,4
TUR,1972,Swimming,No medal,4
TUR,1972,Weightlifting,No medal,2
TUR,1972,Cycling,No medal,8
TUR,1972,Boxing,No medal,7
TUR,1972,Shooting,No medal,5
TUR,1976,Weightlifting,No medal,2
TUR,1976,Boxing,No medal,3
TUR,1976,Shooting,No medal,3
TUR,1976,Judo,No medal,3
TUR,1976,Diving,No medal,2
TUR,1976,Cycling,No medal,2
TUR,1984,Weightlifting,No medal,4
TUR,1984,Swimming,No medal,17
TUR,1984,Archery,No medal,2
TUR,1984,Judo,No medal,3
TUR,1984,Boxing,Bronze,6
TUR,1984,Sailing,No medal,2
TUR,1984,Fencing,No medal,2
TUR,1984,Shooting,No medal,2
TUR,1988,Archery,No medal,12
TUR,1988,Judo,No medal,4
TUR,1988,Sailing,No medal,2
TUR,1988,Weightlifting,Gold,5
TUR,1988,Swimming,No medal,6
TUR,1988,Shooting,No medal,2
TUR,1992,Judo,Bronze,4
TUR,1992,Rowing,No medal,1
TUR,1992,Swimming,No medal,10
TUR,1992,Archery,No medal,12
TUR,1992,Sailing,No medal,2
TUR,1992,Shooting,No medal,1
TUR,1996,Sailing,No medal,5
TUR,1996,Archery,No medal,7
TUR,1996,Swimming,No medal,8
TUR,1996,Shooting,No medal,2
TUR,2000,Sailing,No medal,4
TUR,2000,Archery,No medal,12
TUR,2000,Taekwondo,Bronze,2
TUR,2000,Swimming,No medal,10
TUR,2000,Shooting,No medal,3
TUR,2004,Sailing,No medal,5
TUR,2004,Swimming,No medal,15
TUR,2004,Archery,No medal,7
TUR,2004,Shooting,No medal,1
TUR,2008,Cycling,No medal,1
TUR,2008,Swimming,No medal,13
TUR,2008,Sailing,No medal,6
TUR,2008,Shooting,No medal,2
TUR,2008,Archery,No medal,2
TUR,2008,Table Tennis,No medal,2
TUR,2012,Cycling,No medal,4
TUR,2012,Basketball,No medal,12
TUR,2012,Volleyball,No medal,12
TUR,2012,Swimming,No medal,8
TUR,2012,Sailing,No medal,5
TUR,2012,Shooting,No medal,7
TUR,2012,Table Tennis,No medal,2
TUR,2012,Archery,No medal,1
TUR,2012,Gymnastics,No medal,1
TUR,2012,Badminton,No medal,1
TUR,2016,Basketball,No medal,11
TUR,2016,Archery,No medal,2
TUR,2016,Gymnastics,No medal,10
TUR,2016,Swimming,No medal,6
TUR,2016,Cycling,No medal,3
TUR,2016,Badminton,No medal,1
TUR,2016,Sailing,No medal,6
TUR,2016,Tennis,No medal,1
TUR,2016,Shooting,No medal,6
TUR,2016,Table Tennis,No medal,2
TUR,2016,Rowing,No medal,2
TUR,2016,Equestrianism,No medal,1
TUR,2016,Fencing,No medal,1
TUR,2016,Canoeing,No medal,2
TUR,2016,Modern Pentathlon,No medal,1
TUR,2020,Shooting,No medal,5
TUR,2020,Volleyball,No medal,12
TUR,2020,Karate,Bronze,7
TUR,2020,Archery,Gold,4
TUR,2020,Artistic Gymnastics,Bronze,22
TUR,2020,Sailing,No medal,8
TUR,2020,Swimming,No medal,19
TUR,2020,Cycling Road,No medal,2
TUR,2020,Fencing,No medal,1
TUR,2020,Rowing,No medal,1
TUR,2020,Modern Pentathlon,No medal,1
TUR,2020,Badminton,No medal,1
TUR,2024,Badminton,No medal,1
TUR,2024,Shooting,Silver,13
TUR,2024,Cycling Road,No medal,1
TUR,2024,Rowing,No medal,1
TUR,2024,Modern Pentathlon,No medal,2
TUR,2024,Sailing,No medal,8
TUR,2024,Fencing,No medal,2
TUR,2024,Table Tennis,No medal,1
TUR,2024,Volleyball,No medal,13
TUR,2024,Swimming,No medal,11
TUR,2024,"Marathon Swimming, Swimming",No medal,5
TUV,2008,Weightlifting,No medal,1
TUV,2008,Athletics,No medal,2
TUV,2012,Weightlifting,No medal,1
TUV,2012,Athletics,No medal,2
TUV,2016,Athletics,No medal,1
TUV,2020,Athletics,No medal,2
TUV,2024,Athletics,No medal,2
UAE,1984,Athletics,No medal,11
UAE,1988,Swimming,No medal,29
UAE,1988,Cycling,No medal,7
UAE,1992,Cycling,No medal,7
UAE,1992,Athletics,No medal,4
UAE,1992,Swimming,No medal,25
UAE,1996,Shooting,No medal,1
UAE,1996,Athletics,No medal,1
UAE,1996,Swimming,No medal,1
UAE,1996,Cycling,No medal,1
UAE,2000,Shooting,No medal,3
UAE,2000,Swimming,No medal,1
UAE,2000,Athletics,No medal,1
UAE,2004,Athletics,No medal,1
UAE,2004,Swimming,No medal,1
UAE,2004,Shooting,Gold,3
UAE,2008,Swimming,No medal,1
UAE,2008,Equestrianism,No medal,1
UAE,2008,Taekwondo,No medal,1
UAE,2008,Judo,No medal,1
UAE,2008,Athletics,No medal,1
UAE,2008,Sailing,No medal,1
UAE,2012,Football,No medal,18
UAE,2012,Swimming,No medal,1
UAE,2012,Judo,No medal,1
UAE,2012,Athletics,No medal,2
UAE,2012,Weightlifting,No medal,1
UAE,2016,Weightlifting,No medal,1
UAE,2016,Swimming,No medal,2
UAE,2016,Athletics,No medal,2
UAE,2016,Cycling,No medal,1
UAE,2016,Judo,Bronze,3
UAE,2020,Athletics,No medal,1
UAE,2020,Swimming,No medal,1
UAE,2024,Cycling Road,No medal,1
UAE,2024,Equestrian,No medal,6
UAE,2024,Swimming,No medal,2
UAE,2024,Athletics,No medal,1
UAR,1960,Weightlifting,No medal,7
UAR,1960,Gymnastics,No medal,48
UAR,1960,Football,No medal,17
UAR,1960,Athletics,No medal,2
UAR,1960,Rowing,No medal,9
UAR,1960,Water Polo,No medal,10
UAR,1960,Fencing,No medal,9
UAR,1960,Wrestling,Silver,4
UAR,1960,Shooting,No medal,3
UAR,1960,Boxing,Bronze,4
UAR,1960,Equestrianism,No medal,6
UAR,1960,Diving,No medal,4
UGA,1956,Athletics,No medal,5
UGA,1960,Athletics,No medal,10
UGA,1960,Boxing,No medal,6
UGA,1964,Athletics,No medal,14
UGA,1964,Boxing,No medal,5
UGA,1968,Athletics,No medal,6
UGA,1968,Boxing,Silver,8
UGA,1972,Hockey,No medal,17
UGA,1972,Athletics,Gold,10
UGA,1984,Weightlifting,No medal,2
UGA,1984,Cycling,No medal,2
UGA,1984,Swimming,No medal,1
UGA,1988,Weightlifting,No medal,2
UGA,1992,Table Tennis,No medal,1
UGA,1996,Weightlifting,No medal,1
UGA,1996,Table Tennis,No medal,5
UGA,2000,Swimming,No medal,2
UGA,2000,Table Tennis,No medal,1
UGA,2000,Archery,No medal,1
UGA,2004,Weightlifting,No medal,1
UGA,2004,Swimming,No medal,1
UGA,2008,Badminton,No medal,1
UGA,2008,Swimming,No medal,2
UGA,2012,Badminton,No medal,1
UGA,2012,Swimming,No medal,2
UGA,2012,Weightlifting,No medal,1
UGA,2016,Swimming,No medal,2
UGA,2020,Swimming,No medal,2
UGA,2020,Rowing,No medal,1
UGA,2024,Cycling Road,No medal,1
UGA,2024,Rowing,No medal,1
UGA,2024,Swimming,No medal,2
UKR,1996,Wrestling,Bronze,17
UKR,1996,Water Polo,No medal,13
UKR,1996,Athletics,Bronze,50
UKR,1996,Swimming,No medal,25
UKR,1996,Shooting,No medal,15
UKR,1996,Canoeing,No medal,18
UKR,1996,Judo,No medal,3
UKR,1996,Archery,Bronze,12
UKR,1996,Weightlifting,Bronze,7
UKR,1996,Cycling,No medal,14
UKR,1996,Volleyball,No medal,12
UKR,1996,Sailing,Gold,12
UKR,1996,Fencing,No medal,6
UKR,1996,Basketball,No medal,12
UKR,1996,Rowing,Silver,20
UKR,1996,Modern Pentathlon,No medal,1
UKR,1996,Badminton,No medal,6
UKR,1996,Boxing,Bronze,7
UKR,1996,Gymnastics,Bronze,91
UKR,1996,Diving,No medal,8
UKR,1996,Rhythmic Gymnastics,Gold,2
UKR,2000,Shooting,Gold,12
UKR,2000,Canoeing,No medal,13
UKR,2000,Judo,Bronze,7
UKR,2000,Swimming,Silver,55
UKR,2000,Fencing,No medal,19
UKR,2000,Cycling,Silver,23
UKR,2000,Trampolining,Silver,2
UKR,2000,Modern Pentathlon,No medal,3
UKR,2000,Badminton,No medal,6
UKR,2000,Triathlon,No medal,2
UKR,2000,Table Tennis,No medal,1
UKR,2000,Diving,Bronze,12
UKR,2000,Synchronized Swimming,No medal,2
UKR,2000,Tennis,No medal,2
UKR,2004,Canoeing,Bronze,10
UKR,2004,Tennis,No medal,3
UKR,2004,Handball,Bronze,15
UKR,2004,Synchronized Swimming,No medal,2
UKR,2004,Triathlon,No medal,2
UKR,2004,Fencing,Bronze,16
UKR,2004,Taekwondo,No medal,1
UKR,2004,Modern Pentathlon,No medal,1
UKR,2008,Tennis,No medal,8
UKR,2008,Badminton,No medal,2
UKR,2008,Triathlon,No medal,3
UKR,2008,Modern Pentathlon,Bronze,3
UKR,2008,Table Tennis,No medal,3
UKR,2008,Equestrianism,No medal,8
UKR,2008,Synchronized Swimming,No medal,2
UKR,2012,Tennis,No medal,2
UKR,2012,Table Tennis,No medal,4
UKR,2012,Badminton,No medal,2
UKR,2012,Taekwondo,No medal,2
UKR,2012,Equestrianism,No medal,9
UKR,2012,Triathlon,No medal,2
UKR,2012,Synchronized Swimming,No medal,2
UKR,2016,Synchronized Swimming,No medal,10
UKR,2016,Triathlon,No medal,2
UKR,2016,Tennis,No medal,8
UKR,2016,Equestrianism,No medal,9
UKR,2016,Table Tennis,No medal,2
UKR,2016,Badminton,No medal,2
UKR,2020,Artistic Swimming,Bronze,10
UKR,2020,Canoe Sprint,Silver,18
UKR,2020,Cycling Track,Silver,6
UKR,2020,Cycling Mountain Bike,No medal,1
UKR,2020,Cycling Road,No medal,2
UKR,2020,Table Tennis,No medal,3
UKR,2020,Karate,Bronze,3
UKR,2020,Tennis,Bronze,6
UKR,2020,Artistic Gymnastics,No medal,36
UKR,2020,Equestrian,No medal,2
UKR,2020,Marathon Swimming,No medal,1
UKR,2020,Badminton,No medal,2
UKR,2020,Trampoline Gymnastics,No medal,1
UKR,2020,Canoe Slalom,No medal,2
UKR,2020,Triathlon,No medal,1
UKR,2024,Sport Climbing,No medal,2
UKR,2024,Table Tennis,No medal,3
UKR,2024,Football,No medal,18
UKR,2024,Cycling Mountain Bike,No medal,2
UKR,2024,Canoe Slalom,No medal,3
UKR,2024,Cycling Road,No medal,3
UKR,2024,Breaking,No medal,3
UKR,2024,Artistic Gymnastics,Silver,48
UKR,2024,Badminton,No medal,1
URS,1952,Sailing,No medal,14
URS,1952,Athletics,Bronze,96
URS,1952,Rowing,Silver,26
URS,1952,Shooting,Bronze,14
URS,1952,Equestrianism,No medal,18
URS,1952,Diving,No medal,12
URS,1952,Swimming,No medal,20
URS,1952,Football,No medal,15
URS,1952,Wrestling,Bronze,16
URS,1952,Fencing,No medal,26
URS,1952,Gymnastics,Gold,120
URS,1952,Cycling,No medal,14
URS,1952,Boxing,Bronze,10
URS,1952,Basketball,Silver,14
URS,1952,Weightlifting,Gold,7
URS,1952,Canoeing,Bronze,13
URS,1952,Modern Pentathlon,No medal,6
URS,1952,Water Polo,No medal,10
URS,1956,Water Polo,Bronze,10
URS,1956,Sailing,No medal,11
URS,1956,Swimming,Bronze,12
URS,1956,Equestrianism,No medal,18
URS,1956,Football,Gold,18
URS,1956,Diving,No medal,12
URS,1956,Fencing,Bronze,29
URS,1956,Cycling,No medal,16
URS,1956,Modern Pentathlon,Gold,6
URS,1960,Equestrianism,Gold,16
URS,1960,Cycling,Bronze,17
URS,1960,Diving,Bronze,8
URS,1960,Sailing,Gold,11
URS,1964,Volleyball,Silver,23
URS,1964,Judo,Bronze,4
URS,1972,Archery,Bronze,6
URS,1972,Handball,No medal,15
URS,1976,Handball,Gold,28
URS,1980,Hockey,Bronze,32
URS,1988,Table Tennis,No medal,8
URS,1988,Tennis,No medal,10
URS,1988,Synchronized Swimming,No medal,5
URS,1988,Rhythmic Gymnastics,Gold,2
URU,1924,Football,Gold,14
URU,1924,Fencing,No medal,20
URU,1924,Boxing,No medal,5
URU,1932,Rowing,Bronze,1
URU,1936,Boxing,No medal,7
URU,1936,Basketball,No medal,9
URU,1936,Water Polo,No medal,7
URU,1936,Fencing,No medal,8
URU,1936,Sailing,No medal,1
URU,1948,Water Polo,No medal,8
URU,1948,Basketball,No medal,13
URU,1948,Boxing,No medal,8
URU,1948,Athletics,No medal,13
URU,1948,Cycling,No medal,14
URU,1948,Sailing,No medal,3
URU,1948,Fencing,No medal,9
URU,1948,Modern Pentathlon,No medal,3
URU,1948,Swimming,No medal,3
URU,1952,Basketball,Bronze,12
URU,1952,Boxing,No medal,1
URU,1952,Athletics,No medal,2
URU,1952,Cycling,No medal,13
URU,1952,Modern Pentathlon,No medal,6
URU,1952,Fencing,No medal,2
URU,1952,Sailing,No medal,1
URU,1952,Swimming,No medal,2
URU,1956,Cycling,No medal,13
URU,1956,Athletics,No medal,1
URU,1956,Fencing,No medal,1
URU,1960,Equestrianism,No medal,6
URU,1960,Athletics,No medal,1
URU,1960,Cycling,No medal,9
URU,1960,Sailing,No medal,3
URU,1960,Fencing,No medal,3
URU,1960,Boxing,No medal,3
URU,1964,Cycling,No medal,14
URU,1964,Boxing,Bronze,1
URU,1968,Swimming,No medal,25
URU,1968,Shooting,No medal,3
URU,1968,Cycling,No medal,5
URU,1968,Athletics,No medal,5
URU,1968,Sailing,No medal,1
URU,1968,Fencing,No medal,2
URU,1972,Cycling,No medal,8
URU,1972,Swimming,No medal,5
URU,1972,Athletics,No medal,3
URU,1976,Cycling,No medal,10
URU,1976,Athletics,No medal,1
URU,1976,Swimming,No medal,2
URU,1984,Sailing,No medal,3
URU,1984,Cycling,No medal,2
URU,1984,Swimming,No medal,6
URU,1988,Athletics,No medal,2
URU,1988,Sailing,No medal,5
URU,1988,Cycling,No medal,3
URU,1988,Modern Pentathlon,No medal,1
URU,1988,Swimming,No medal,3
URU,1988,Weightlifting,No medal,1
URU,1992,Sailing,No medal,3
URU,1992,Swimming,No medal,2
URU,1992,Weightlifting,No medal,1
URU,1992,Canoeing,No medal,2
URU,1992,Cycling,No medal,2
URU,1992,Modern Pentathlon,No medal,1
URU,1992,Shooting,No medal,1
URU,1992,Judo,No medal,1
URU,1992,Athletics,No medal,2
URU,1996,Cycling,No medal,3
URU,1996,Judo,No medal,2
URU,1996,Athletics,No medal,2
URU,1996,Sailing,No medal,2
URU,1996,Tennis,No medal,1
URU,1996,Swimming,No medal,3
URU,1996,Diving,No medal,1
URU,1996,Weightlifting,No medal,1
URU,2000,Cycling,Silver,2
URU,2000,Sailing,No medal,1
URU,2000,Athletics,No medal,5
URU,2000,Equestrianism,No medal,2
URU,2000,Swimming,No medal,5
URU,2000,Shooting,No medal,1
URU,2000,Judo,No medal,1
URU,2004,Canoeing,No medal,2
URU,2004,Swimming,No medal,5
URU,2004,Sailing,No medal,2
URU,2004,Athletics,No medal,3
URU,2008,Athletics,No medal,3
URU,2008,Sailing,No medal,1
URU,2008,Swimming,No medal,4
URU,2008,Shooting,No medal,1
URU,2012,Sailing,No medal,2
URU,2012,Shooting,No medal,1
URU,2012,Swimming,No medal,2
URU,2012,Athletics,No medal,2
URU,2012,Judo,No medal,1
URU,2016,Judo,No medal,1
URU,2016,Athletics,No medal,6
URU,2016,Tennis,No medal,1
URU,2016,Sailing,No medal,4
URU,2016,Swimming,No medal,2
URU,2016,Equestrianism,No medal,1
URU,2016,Weightlifting,No medal,1
URU,2020,Judo,No medal,1
URU,2020,Sailing,No medal,3
URU,2020,Athletics,No medal,3
URU,2020,Swimming,No medal,2
URU,2024,Athletics,No medal,3
URU,2024,Canoe Sprint,No medal,1
URU,2024,Cycling Road,No medal,1
URU,2024,Judo,No medal,1
URU,2024,Swimming,No medal,2
URU,2024,Rugby Sevens,No medal,14
URU,2024,Taekwondo,No medal,1
URU,2024,Sailing,No medal,3
USA,1896,Athletics,Silver,21
USA,1896,Shooting,Gold,4
USA,1896,Swimming,No medal,2
USA,1900,Golf,Gold,9
USA,1900,Rowing,Gold,9
USA,1900,Tennis,Silver,10
USA,1900,Fencing,No medal,3
USA,1900,Swimming,No medal,2
USA,1900,Polo,Gold,4
USA,1900,Cycling,Bronze,2
USA,1900,Sailing,Bronze,4
USA,1900,Rugby,Gold,1
USA,1904,Swimming,Silver,44
USA,1904,Gymnastics,Silver,416
USA,1904,Wrestling,Silver,40
USA,1904,Football,Silver,23
USA,1904,Water Polo,Silver,21
USA,1904,Boxing,Gold,24
USA,1904,Tug-Of-War,Silver,19
USA,1904,Roque,Bronze,4
USA,1904,Archery,Gold,70
USA,1904,Fencing,Silver,20
USA,1904,Lacrosse,Silver,12
USA,1904,Diving,Bronze,2
USA,1904,Weightlifting,Silver,4
USA,1908,Figure Skating,No medal,1
USA,1908,Jeu De Paume,Gold,2
USA,1912,Equestrianism,Bronze,13
USA,1912,Modern Pentathlon,No medal,1
USA,1920,Ice Hockey,Silver,11
USA,1920,Figure Skating,Bronze,4
USA,1920,Modern Pentathlon,No medal,2
USA,1924,Modern Pentathlon,No medal,4
USA,1928,Modern Pentathlon,No medal,3
USA,1932,Hockey,Bronze,14
USA,1932,Modern Pentathlon,Bronze,3
USA,1936,Handball,No medal,13
USA,1936,Basketball,Gold,14
USA,1936,Canoeing,Bronze,14
USA,1964,Judo,Bronze,4
USA,1964,Volleyball,No medal,24
USA,1968,Volleyball,No medal,24
USA,1972,Handball,No medal,15
USA,1976,Handball,No medal,14
USA,1984,Volleyball,Silver,24
USA,1984,Rhythmic Gymnastics,No medal,2
USA,1984,Handball,No medal,27
USA,1984,Synchronized Swimming,Gold,5
USA,1988,Rhythmic Gymnastics,No medal,2
USA,1988,Table Tennis,No medal,5
USA,1988,Handball,No medal,28
USA,1992,Baseball,No medal,20
USA,1992,Table Tennis,No medal,9
USA,1992,Handball,No medal,13
USA,1992,Badminton,No medal,9
USA,1992,Rhythmic Gymnastics,No medal,2
USA,1996,Handball,No medal,32
USA,1996,Baseball,Bronze,20
USA,1996,Softball,Gold,15
USA,1996,Table Tennis,No medal,8
USA,1996,Beach Volleyball,Silver,12
USA,1996,Rhythmic Gymnastics,No medal,7
USA,1996,Badminton,No medal,4
USA,2000,Table Tennis,No medal,13
USA,2000,Triathlon,No medal,6
USA,2000,Badminton,No medal,1
USA,2000,Taekwondo,Gold,4
USA,2000,Trampolining,No medal,1
USA,2004,Badminton,No medal,2
USA,2004,Table Tennis,No medal,11
USA,2004,Triathlon,Bronze,6
USA,2004,Trampolining,No medal,1
USA,2004,Rhythmic Gymnastics,No medal,1
USA,2008,Badminton,No medal,6
USA,2008,Trampolining,No medal,2
USA,2008,Table Tennis,No medal,7
USA,2012,Badminton,No medal,3
USA,2012,Trampolining,No medal,2
USA,2012,Table Tennis,No medal,6
USA,2012,Rhythmic Gymnastics,No medal,1
USA,2016,Trampolining,No medal,2
USA,2016,Rugby Sevens,No medal,25
USA,2016,Badminton,No medal,8
USA,2016,Rhythmic Gymnastics,No medal,6
USA,2016,Table Tennis,No medal,10
USA,2020,Baseball/Softball,Silver,39
USA,2020,Trampoline Gymnastics,No medal,2
USA,2020,Artistic Swimming,No medal,2
USA,2020,Marathon Swimming,No medal,3
USA,2020,Surfing,Gold,4
USA,2020,Rugby Sevens,No medal,26
USA,2020,Skateboarding,Bronze,12
USA,2020,Cycling Mountain Bike,No medal,4
USA,2020,Cycling BMX Freestyle,Silver,4
USA,2020,Artistic Gymnastics,Bronze,67
USA,2020,Badminton,No medal,4
USA,2020,Sport Climbing,Silver,4
USA,2020,Rhythmic Gymnastics,No medal,7
USA,2020,Cycling Road,No medal,10
USA,2020,3x3 Basketball,Gold,4
USA,2020,Equestrian,Silver,22
USA,2020,Cycling Track,Bronze,17
USA,2020,Cycling BMX Racing,No medal,5
USA,2020,Canoe Sprint,Gold,1
USA,2020,Karate,Bronze,4
USA,2020,Table Tennis,No medal,10
USA,2020,Canoe Slalom,No medal,4
USA,2024,"Cycling Road, Triathlon",No medal,2
USA,2024,Table Tennis,No medal,6
USA,2024,Marathon Swimming,No medal,2
USA,2024,"Marathon Swimming, Swimming",No medal,3
USA,2024,Artistic Swimming,Silver,11
USA,2024,Rugby Sevens,Bronze,26
USA,2024,Cycling Mountain Bike,Silver,4
USA,2024,"Cycling Road, Cycling Track",No medal,5
USA,2024,Cycling Road,No medal,5
USA,2024,Cycling BMX Racing,No medal,7
USA,2024,Canoe Slalom,Bronze,5
USA,2024,Badminton,No medal,8
USA,2024,Breaking,Bronze,4
USA,2024,Trampoline Gymnastics,No medal,2
USA,2024,Rhythmic Gymnastics,No medal,1
UZB,1996,Boxing,Bronze,7
UZB,1996,Cycling,No medal,1
UZB,1996,Swimming,No medal,14
UZB,1996,Wrestling,No medal,10
UZB,1996,Shooting,No medal,2
UZB,1996,Canoeing,No medal,23
UZB,1996,Athletics,No medal,13
UZB,1996,Judo,Silver,7
UZB,1996,Gymnastics,No medal,10
UZB,1996,Weightlifting,No medal,5
UZB,1996,Tennis,No medal,2
UZB,1996,Fencing,No medal,1
UZB,2000,Athletics,No medal,25
UZB,2000,Swimming,No medal,14
UZB,2000,Wrestling,Silver,11
UZB,2000,Shooting,No medal,6
UZB,2000,Gymnastics,No medal,5
UZB,2000,Weightlifting,No medal,2
UZB,2000,Trampolining,No medal,1
UZB,2000,Fencing,No medal,1
UZB,2000,Canoeing,No medal,2
UZB,2000,Tennis,No medal,1
UZB,2004,Swimming,No medal,15
UZB,2004,Shooting,No medal,5
UZB,2004,Athletics,No medal,12
UZB,2004,Canoeing,No medal,11
UZB,2004,Rowing,No medal,4
UZB,2004,Gymnastics,No medal,2
UZB,2004,Table Tennis,No medal,1
UZB,2004,Taekwondo,No medal,2
UZB,2004,Weightlifting,No medal,3
UZB,2004,Trampolining,No medal,1
UZB,2004,Cycling,No medal,1
UZB,2008,Tennis,No medal,1
UZB,2008,Athletics,No medal,13
UZB,2008,Swimming,No medal,8
UZB,2008,Weightlifting,No medal,2
UZB,2008,Taekwondo,No medal,3
UZB,2008,Gymnastics,Bronze,10
UZB,2008,Trampolining,Bronze,1
UZB,2008,Shooting,No medal,4
UZB,2008,Cycling,No medal,1
UZB,2008,Canoeing,No medal,2
UZB,2008,Rowing,No medal,1
UZB,2012,Athletics,No medal,13
UZB,2012,Canoeing,No medal,4
UZB,2012,Taekwondo,No medal,3
UZB,2012,Tennis,No medal,1
UZB,2012,Cycling,No medal,2
UZB,2012,Swimming,No medal,2
UZB,2012,Fencing,No medal,1
UZB,2012,Weightlifting,No medal,6
UZB,2012,Shooting,No medal,2
UZB,2012,Rhythmic Gymnastics,No medal,1
UZB,2016,Rhythmic Gymnastics,No medal,6
UZB,2016,Athletics,No medal,18
UZB,2016,Weightlifting,Gold,5
UZB,2016,Tennis,No medal,1
UZB,2016,Table Tennis,No medal,1
UZB,2016,Rowing,No medal,1
UZB,2016,Canoeing,No medal,5
UZB,2016,Swimming,No medal,3
UZB,2016,Taekwondo,No medal,3
UZB,2016,Shooting,No medal,1
UZB,2020,Artistic Gymnastics,No medal,8
UZB,2020,Rhythmic Gymnastics,No medal,6
